DDInterID_A,Drug_A,DDInterID_B,Drug_B,Level
DDInter835,Glycopyrronium (topical),DDInter1524,Procainamide,Moderate
DDInter1524,Procainamide,DDInter915,Indacaterol,Moderate
DDInter1524,Procainamide,DDInter1586,Revefenacin,Moderate
DDInter1635,Salmeterol,DDInter1524,Procainamide,Moderate
DDInter1769,Terbutaline,DDInter1524,Procainamide,Major
DDInter1770,Terfenadine,DDInter1524,Procainamide,Major
DDInter1524,Procainamide,DDInter45,Alimemazine,Major
DDInter1526,Procarbazine,DDInter23,Acrivastine,Moderate
DDInter149,Azatadine,DDInter1526,Procarbazine,Moderate
DDInter1526,Procarbazine,DDInter1427,Pentoxyverine,Major
DDInter1526,Procarbazine,DDInter354,Chlorcyclizine,Moderate
DDInter1526,Procarbazine,DDInter453,Cyclizine,Moderate
DDInter459,Cyproheptadine,DDInter1526,Procarbazine,Moderate
DDInter517,Dexbrompheniramine,DDInter1526,Procarbazine,Moderate
DDInter1526,Procarbazine,DDInter650,Ephedrine,Major
DDInter1526,Procarbazine,DDInter651,Ephedrine (nasal),Moderate
DDInter653,Epinephrine (ophthalmic),DDInter1526,Procarbazine,Moderate
DDInter654,Epinephrine (topical),DDInter1526,Procarbazine,Moderate
DDInter1526,Procarbazine,DDInter915,Indacaterol,Moderate
DDInter1168,Methdilazine,DDInter1526,Procarbazine,Moderate
DDInter1526,Procarbazine,DDInter1264,Naphazoline (nasal),Moderate
DDInter1526,Procarbazine,DDInter1441,Phenindamine,Moderate
DDInter1454,Phenylephrine (nasal),DDInter1526,Procarbazine,Moderate
DDInter1457,Phenylephrine (topical),DDInter1526,Procarbazine,Moderate
DDInter1458,Phenylpropanolamine,DDInter1526,Procarbazine,Major
DDInter1533,Promethazine,DDInter1526,Procarbazine,Moderate
DDInter1526,Procarbazine,DDInter1155,Mepyramine,Moderate
DDInter1526,Procarbazine,DDInter1614,Roflumilast,Moderate
DDInter1635,Salmeterol,DDInter1526,Procarbazine,Moderate
DDInter1769,Terbutaline,DDInter1526,Procarbazine,Moderate
DDInter1526,Procarbazine,DDInter1787,Tetryzoline (nasal),Major
DDInter1526,Procarbazine,DDInter1788,Tetryzoline (ophthalmic),Moderate
DDInter1793,Thiethylperazine,DDInter1526,Procarbazine,Moderate
DDInter1526,Procarbazine,DDInter45,Alimemazine,Moderate
DDInter1878,Tripelennamine,DDInter1526,Procarbazine,Moderate
DDInter1879,Triprolidine,DDInter1526,Procarbazine,Moderate
DDInter1526,Procarbazine,DDInter1952,Xylometazoline (nasal),Moderate
DDInter1528,Procyclidine,DDInter149,Azatadine,Moderate
DDInter1528,Procyclidine,DDInter1427,Pentoxyverine,Moderate
DDInter1528,Procyclidine,DDInter407,Clofedanol,Moderate
DDInter1528,Procyclidine,DDInter354,Chlorcyclizine,Moderate
DDInter1528,Procyclidine,DDInter453,Cyclizine,Moderate
DDInter1528,Procyclidine,DDInter459,Cyproheptadine,Moderate
DDInter1528,Procyclidine,DDInter517,Dexbrompheniramine,Moderate
DDInter1528,Procyclidine,DDInter835,Glycopyrronium (topical),Moderate
DDInter1528,Procyclidine,DDInter1168,Methdilazine,Moderate
DDInter1528,Procyclidine,DDInter1441,Phenindamine,Moderate
DDInter1528,Procyclidine,DDInter1586,Revefenacin,Moderate
DDInter1793,Thiethylperazine,DDInter1528,Procyclidine,Moderate
DDInter1528,Procyclidine,DDInter45,Alimemazine,Moderate
DDInter1528,Procyclidine,DDInter1878,Tripelennamine,Moderate
DDInter1528,Procyclidine,DDInter1879,Triprolidine,Moderate
DDInter16,Acetohexamide,DDInter1533,Promethazine,Moderate
DDInter82,Amoxapine,DDInter1533,Promethazine,Moderate
DDInter1533,Promethazine,DDInter175,Belladonna,Moderate
DDInter303,Carteolol,DDInter1533,Promethazine,Moderate
DDInter397,Clidinium,DDInter1533,Promethazine,Moderate
DDInter1533,Promethazine,DDInter502,Deserpidine,Moderate
DDInter1533,Promethazine,DDInter669,Ertugliflozin,Moderate
DDInter675,Esmolol,DDInter1533,Promethazine,Moderate
DDInter1533,Promethazine,DDInter738,Flavoxate,Moderate
DDInter826,Glipizide,DDInter1533,Promethazine,Moderate
DDInter831,Glyburide,DDInter1533,Promethazine,Moderate
DDInter845,Guanadrel,DDInter1533,Promethazine,Moderate
DDInter1533,Promethazine,DDInter846,Guanethidine,Moderate
DDInter1533,Promethazine,DDInter854,Halothane,Moderate
DDInter912,Imipramine,DDInter1533,Promethazine,Moderate
DDInter1533,Promethazine,DDInter928,Insulin aspart (aspart protamine),Moderate
DDInter940,Insulin lispro,DDInter1533,Promethazine,Moderate
DDInter941,Insulin lispro (protamine),DDInter1533,Promethazine,Moderate
DDInter938,Insulin human (zinc extended),DDInter1533,Promethazine,Moderate
DDInter982,Isoetharine,DDInter1533,Promethazine,Moderate
DDInter1539,Propranolol,DDInter1533,Promethazine,Moderate
DDInter1543,Protriptyline,DDInter1533,Promethazine,Moderate
DDInter1533,Promethazine,DDInter1572,Rasagiline,Moderate
DDInter1581,Repaglinide,DDInter1533,Promethazine,Moderate
DDInter1582,Reserpine,DDInter1533,Promethazine,Moderate
DDInter1606,Ritodrine,DDInter1533,Promethazine,Moderate
DDInter1533,Promethazine,DDInter1631,Safinamide,Moderate
DDInter1635,Salmeterol,DDInter1533,Promethazine,Moderate
DDInter1533,Promethazine,DDInter1646,Saxagliptin,Moderate
DDInter1647,Scopolamine,DDInter1533,Promethazine,Moderate
DDInter1653,Selegiline,DDInter1533,Promethazine,Moderate
DDInter1769,Terbutaline,DDInter1533,Promethazine,Moderate
DDInter1809,Timolol,DDInter1533,Promethazine,Moderate
DDInter1826,Tolazamide,DDInter1533,Promethazine,Moderate
DDInter1533,Promethazine,DDInter1828,Tolbutamide,Moderate
DDInter1845,Tranylcypromine,DDInter1533,Promethazine,Moderate
DDInter1876,Trimipramine,DDInter1533,Promethazine,Moderate
DDInter1534,Propafenone,DDInter74,Aminophylline,Moderate
DDInter128,Astemizole,DDInter1534,Propafenone,Moderate
DDInter1534,Propafenone,DDInter915,Indacaterol,Moderate
DDInter1534,Propafenone,DDInter1363,Oxtriphylline,Moderate
DDInter1534,Propafenone,DDInter1614,Roflumilast,Moderate
DDInter1635,Salmeterol,DDInter1534,Propafenone,Moderate
DDInter1769,Terbutaline,DDInter1534,Propafenone,Moderate
DDInter1770,Terfenadine,DDInter1534,Propafenone,Moderate
DDInter1534,Propafenone,DDInter45,Alimemazine,Moderate
DDInter149,Azatadine,DDInter1535,Propantheline,Moderate
DDInter1535,Propantheline,DDInter354,Chlorcyclizine,Moderate
DDInter1535,Propantheline,DDInter453,Cyclizine,Moderate
DDInter459,Cyproheptadine,DDInter1535,Propantheline,Moderate
DDInter517,Dexbrompheniramine,DDInter1535,Propantheline,Moderate
DDInter1535,Propantheline,DDInter835,Glycopyrronium (topical),Moderate
DDInter1535,Propantheline,DDInter1168,Methdilazine,Moderate
DDInter1535,Propantheline,DDInter1441,Phenindamine,Moderate
DDInter1535,Propantheline,DDInter1586,Revefenacin,Moderate
DDInter1793,Thiethylperazine,DDInter1535,Propantheline,Moderate
DDInter1535,Propantheline,DDInter45,Alimemazine,Moderate
DDInter1535,Propantheline,DDInter1878,Tripelennamine,Moderate
DDInter1879,Triprolidine,DDInter1535,Propantheline,Moderate
DDInter1539,Propranolol,DDInter650,Ephedrine,Moderate
DDInter1539,Propranolol,DDInter654,Epinephrine (topical),Moderate
DDInter1539,Propranolol,DDInter834,Glycopyrronium,Moderate
DDInter1539,Propranolol,DDInter1168,Methdilazine,Moderate
DDInter1539,Propranolol,DDInter1155,Mepyramine,Moderate
DDInter1793,Thiethylperazine,DDInter1539,Propranolol,Moderate
DDInter1539,Propranolol,DDInter45,Alimemazine,Moderate
DDInter1543,Protriptyline,DDInter128,Astemizole,Moderate
DDInter1543,Protriptyline,DDInter149,Azatadine,Moderate
DDInter1543,Protriptyline,DDInter1427,Pentoxyverine,Moderate
DDInter1543,Protriptyline,DDInter407,Clofedanol,Moderate
DDInter1543,Protriptyline,DDInter354,Chlorcyclizine,Moderate
DDInter1543,Protriptyline,DDInter453,Cyclizine,Moderate
DDInter1543,Protriptyline,DDInter459,Cyproheptadine,Moderate
DDInter1543,Protriptyline,DDInter517,Dexbrompheniramine,Moderate
DDInter1543,Protriptyline,DDInter650,Ephedrine,Major
DDInter1543,Protriptyline,DDInter835,Glycopyrronium (topical),Moderate
DDInter1543,Protriptyline,DDInter915,Indacaterol,Moderate
DDInter1543,Protriptyline,DDInter1168,Methdilazine,Moderate
DDInter1543,Protriptyline,DDInter1441,Phenindamine,Moderate
DDInter1543,Protriptyline,DDInter1458,Phenylpropanolamine,Moderate
DDInter1543,Protriptyline,DDInter1586,Revefenacin,Moderate
DDInter1543,Protriptyline,DDInter1635,Salmeterol,Moderate
DDInter1543,Protriptyline,DDInter1769,Terbutaline,Moderate
DDInter1770,Terfenadine,DDInter1543,Protriptyline,Moderate
DDInter1543,Protriptyline,DDInter1793,Thiethylperazine,Moderate
DDInter1543,Protriptyline,DDInter45,Alimemazine,Moderate
DDInter1543,Protriptyline,DDInter1873,Trimethobenzamide,Moderate
DDInter1543,Protriptyline,DDInter1878,Tripelennamine,Moderate
DDInter1543,Protriptyline,DDInter1879,Triprolidine,Moderate
DDInter1543,Protriptyline,DDInter1952,Xylometazoline (nasal),Moderate
DDInter453,Cyclizine,DDInter1544,Prucalopride,Moderate
DDInter835,Glycopyrronium (topical),DDInter1544,Prucalopride,Moderate
DDInter1544,Prucalopride,DDInter1586,Revefenacin,Moderate
DDInter1873,Trimethobenzamide,DDInter1544,Prucalopride,Moderate
DDInter1545,Pseudoephedrine,DDInter1007,Ketamine,Moderate
DDInter1548,Pyridostigmine,DDInter1513,Prednisolone,Moderate
DDInter1548,Pyridostigmine,DDInter1857,Triamcinolone (ophthalmic),Moderate
DDInter74,Aminophylline,DDInter1552,Quazepam,Minor
DDInter149,Azatadine,DDInter1552,Quazepam,Moderate
DDInter1552,Quazepam,DDInter1427,Pentoxyverine,Moderate
DDInter1552,Quazepam,DDInter407,Clofedanol,Moderate
DDInter453,Cyclizine,DDInter1552,Quazepam,Moderate
DDInter459,Cyproheptadine,DDInter1552,Quazepam,Moderate
DDInter517,Dexbrompheniramine,DDInter1552,Quazepam,Moderate
DDInter1363,Oxtriphylline,DDInter1552,Quazepam,Minor
DDInter45,Alimemazine,DDInter1552,Quazepam,Moderate
DDInter1873,Trimethobenzamide,DDInter1552,Quazepam,Moderate
DDInter1878,Tripelennamine,DDInter1552,Quazepam,Moderate
DDInter1879,Triprolidine,DDInter1552,Quazepam,Moderate
DDInter128,Astemizole,DDInter1553,Quetiapine,Moderate
DDInter149,Azatadine,DDInter1553,Quetiapine,Moderate
DDInter1553,Quetiapine,DDInter1427,Pentoxyverine,Moderate
DDInter1553,Quetiapine,DDInter407,Clofedanol,Moderate
DDInter1553,Quetiapine,DDInter354,Chlorcyclizine,Moderate
DDInter453,Cyclizine,DDInter1553,Quetiapine,Moderate
DDInter459,Cyproheptadine,DDInter1553,Quetiapine,Moderate
DDInter517,Dexbrompheniramine,DDInter1553,Quetiapine,Moderate
DDInter835,Glycopyrronium (topical),DDInter1553,Quetiapine,Moderate
DDInter1553,Quetiapine,DDInter915,Indacaterol,Moderate
DDInter1168,Methdilazine,DDInter1553,Quetiapine,Moderate
DDInter1553,Quetiapine,DDInter1441,Phenindamine,Moderate
DDInter1553,Quetiapine,DDInter1586,Revefenacin,Moderate
DDInter1635,Salmeterol,DDInter1553,Quetiapine,Moderate
DDInter1769,Terbutaline,DDInter1553,Quetiapine,Moderate
DDInter1770,Terfenadine,DDInter1553,Quetiapine,Moderate
DDInter1793,Thiethylperazine,DDInter1553,Quetiapine,Moderate
DDInter1553,Quetiapine,DDInter45,Alimemazine,Moderate
DDInter1873,Trimethobenzamide,DDInter1553,Quetiapine,Moderate
DDInter1878,Tripelennamine,DDInter1553,Quetiapine,Moderate
DDInter1879,Triprolidine,DDInter1553,Quetiapine,Moderate
DDInter1554,Quinapril,DDInter732,Fexofenadine,Moderate
DDInter763,Flurbiprofen,DDInter1554,Quinapril,Moderate
DDInter1554,Quinapril,DDInter1168,Methdilazine,Moderate
DDInter1554,Quinapril,DDInter244,Bromotheophylline,Moderate
DDInter1513,Prednisolone,DDInter1554,Quinapril,Moderate
DDInter1793,Thiethylperazine,DDInter1554,Quinapril,Moderate
DDInter1554,Quinapril,DDInter45,Alimemazine,Moderate
DDInter1557,Quinine,DDInter128,Astemizole,Major
DDInter1557,Quinine,DDInter915,Indacaterol,Moderate
DDInter1557,Quinine,DDInter1635,Salmeterol,Moderate
DDInter1557,Quinine,DDInter1769,Terbutaline,Moderate
DDInter1770,Terfenadine,DDInter1557,Quinine,Major
DDInter1557,Quinine,DDInter45,Alimemazine,Moderate
DDInter149,Azatadine,DDInter1564,Ramelteon,Moderate
DDInter1564,Ramelteon,DDInter1427,Pentoxyverine,Moderate
DDInter1564,Ramelteon,DDInter407,Clofedanol,Moderate
DDInter1564,Ramelteon,DDInter354,Chlorcyclizine,Moderate
DDInter1564,Ramelteon,DDInter453,Cyclizine,Moderate
DDInter459,Cyproheptadine,DDInter1564,Ramelteon,Moderate
DDInter517,Dexbrompheniramine,DDInter1564,Ramelteon,Moderate
DDInter1168,Methdilazine,DDInter1564,Ramelteon,Moderate
DDInter1564,Ramelteon,DDInter1441,Phenindamine,Moderate
DDInter1793,Thiethylperazine,DDInter1564,Ramelteon,Moderate
DDInter1564,Ramelteon,DDInter45,Alimemazine,Moderate
DDInter1873,Trimethobenzamide,DDInter1564,Ramelteon,Moderate
DDInter1878,Tripelennamine,DDInter1564,Ramelteon,Moderate
DDInter1879,Triprolidine,DDInter1564,Ramelteon,Moderate
DDInter1565,Ramipril,DDInter763,Flurbiprofen,Moderate
DDInter1565,Ramipril,DDInter1168,Methdilazine,Moderate
DDInter1565,Ramipril,DDInter244,Bromotheophylline,Moderate
DDInter1565,Ramipril,DDInter1513,Prednisolone,Moderate
DDInter1565,Ramipril,DDInter1793,Thiethylperazine,Moderate
DDInter1565,Ramipril,DDInter45,Alimemazine,Moderate
DDInter763,Flurbiprofen,DDInter1566,Ramucirumab,Major
DDInter764,Flurbiprofen (ophthalmic),DDInter1566,Ramucirumab,Moderate
DDInter1570,Ranolazine,DDInter128,Astemizole,Moderate
DDInter1570,Ranolazine,DDInter453,Cyclizine,Minor
DDInter1570,Ranolazine,DDInter915,Indacaterol,Moderate
DDInter1570,Ranolazine,DDInter1635,Salmeterol,Moderate
DDInter1570,Ranolazine,DDInter1769,Terbutaline,Moderate
DDInter1570,Ranolazine,DDInter1770,Terfenadine,Moderate
DDInter1570,Ranolazine,DDInter45,Alimemazine,Moderate
DDInter1570,Ranolazine,DDInter1878,Tripelennamine,Minor
DDInter128,Astemizole,DDInter1678,Sirolimus,Moderate
DDInter763,Flurbiprofen,DDInter1678,Sirolimus,Major
DDInter1678,Sirolimus,DDInter1614,Roflumilast,Moderate
DDInter1770,Terfenadine,DDInter1678,Sirolimus,Moderate
DDInter149,Azatadine,DDInter1572,Rasagiline,Moderate
DDInter1572,Rasagiline,DDInter407,Clofedanol,Moderate
DDInter1572,Rasagiline,DDInter354,Chlorcyclizine,Moderate
DDInter453,Cyclizine,DDInter1572,Rasagiline,Moderate
DDInter459,Cyproheptadine,DDInter1572,Rasagiline,Moderate
DDInter517,Dexbrompheniramine,DDInter1572,Rasagiline,Moderate
DDInter650,Ephedrine,DDInter1572,Rasagiline,Moderate
DDInter651,Ephedrine (nasal),DDInter1572,Rasagiline,Moderate
DDInter653,Epinephrine (ophthalmic),DDInter1572,Rasagiline,Moderate
DDInter654,Epinephrine (topical),DDInter1572,Rasagiline,Moderate
DDInter1572,Rasagiline,DDInter915,Indacaterol,Moderate
DDInter1168,Methdilazine,DDInter1572,Rasagiline,Moderate
DDInter1572,Rasagiline,DDInter1264,Naphazoline (nasal),Moderate
DDInter1572,Rasagiline,DDInter1441,Phenindamine,Moderate
DDInter1454,Phenylephrine (nasal),DDInter1572,Rasagiline,Moderate
DDInter1457,Phenylephrine (topical),DDInter1572,Rasagiline,Moderate
DDInter1458,Phenylpropanolamine,DDInter1572,Rasagiline,Moderate
DDInter1572,Rasagiline,DDInter1155,Mepyramine,Moderate
DDInter1635,Salmeterol,DDInter1572,Rasagiline,Moderate
DDInter1769,Terbutaline,DDInter1572,Rasagiline,Moderate
DDInter1572,Rasagiline,DDInter1787,Tetryzoline (nasal),Moderate
DDInter1572,Rasagiline,DDInter1788,Tetryzoline (ophthalmic),Moderate
DDInter1793,Thiethylperazine,DDInter1572,Rasagiline,Moderate
DDInter45,Alimemazine,DDInter1572,Rasagiline,Moderate
DDInter1873,Trimethobenzamide,DDInter1572,Rasagiline,Moderate
DDInter1878,Tripelennamine,DDInter1572,Rasagiline,Moderate
DDInter1879,Triprolidine,DDInter1572,Rasagiline,Moderate
DDInter1572,Rasagiline,DDInter1952,Xylometazoline (nasal),Moderate
DDInter763,Flurbiprofen,DDInter1576,Regorafenib,Major
DDInter764,Flurbiprofen (ophthalmic),DDInter1576,Regorafenib,Moderate
DDInter763,Flurbiprofen,DDInter1578,Remdesivir,Moderate
DDInter1955,Zafirlukast,DDInter1578,Remdesivir,Moderate
DDInter149,Azatadine,DDInter1579,Remifentanil,Moderate
DDInter1579,Remifentanil,DDInter1427,Pentoxyverine,Moderate
DDInter1579,Remifentanil,DDInter407,Clofedanol,Moderate
DDInter1579,Remifentanil,DDInter354,Chlorcyclizine,Moderate
DDInter1579,Remifentanil,DDInter453,Cyclizine,Moderate
DDInter459,Cyproheptadine,DDInter1579,Remifentanil,Moderate
DDInter517,Dexbrompheniramine,DDInter1579,Remifentanil,Moderate
DDInter1579,Remifentanil,DDInter1168,Methdilazine,Moderate
DDInter1579,Remifentanil,DDInter1441,Phenindamine,Moderate
DDInter1793,Thiethylperazine,DDInter1579,Remifentanil,Moderate
DDInter1579,Remifentanil,DDInter45,Alimemazine,Moderate
DDInter1873,Trimethobenzamide,DDInter1579,Remifentanil,Moderate
DDInter1878,Tripelennamine,DDInter1579,Remifentanil,Moderate
DDInter1879,Triprolidine,DDInter1579,Remifentanil,Moderate
DDInter74,Aminophylline,DDInter1580,Remimazolam,Minor
DDInter149,Azatadine,DDInter1580,Remimazolam,Moderate
DDInter1427,Pentoxyverine,DDInter1580,Remimazolam,Moderate
DDInter407,Clofedanol,DDInter1580,Remimazolam,Moderate
DDInter459,Cyproheptadine,DDInter1580,Remimazolam,Moderate
DDInter517,Dexbrompheniramine,DDInter1580,Remimazolam,Moderate
DDInter1168,Methdilazine,DDInter1580,Remimazolam,Moderate
DDInter1363,Oxtriphylline,DDInter1580,Remimazolam,Minor
DDInter1441,Phenindamine,DDInter1580,Remimazolam,Moderate
DDInter1793,Thiethylperazine,DDInter1580,Remimazolam,Moderate
DDInter45,Alimemazine,DDInter1580,Remimazolam,Moderate
DDInter1873,Trimethobenzamide,DDInter1580,Remimazolam,Moderate
DDInter1878,Tripelennamine,DDInter1580,Remimazolam,Moderate
DDInter1879,Triprolidine,DDInter1580,Remimazolam,Moderate
DDInter1581,Repaglinide,DDInter516,Dexamethasone (topical),Minor
DDInter1581,Repaglinide,DDInter650,Ephedrine,Moderate
DDInter763,Flurbiprofen,DDInter1581,Repaglinide,Moderate
DDInter1581,Repaglinide,DDInter915,Indacaterol,Moderate
DDInter1168,Methdilazine,DDInter1581,Repaglinide,Moderate
DDInter1513,Prednisolone,DDInter1581,Repaglinide,Moderate
DDInter1857,Triamcinolone (ophthalmic),DDInter1581,Repaglinide,Moderate
DDInter1581,Repaglinide,DDInter45,Alimemazine,Moderate
DDInter1955,Zafirlukast,DDInter1581,Repaglinide,Moderate
DDInter1955,Zafirlukast,DDInter1584,Retapamulin (topical),Minor
DDInter1585,Reteplase,DDInter763,Flurbiprofen,Moderate
DDInter1585,Reteplase,DDInter764,Flurbiprofen (ophthalmic),Moderate
DDInter82,Amoxapine,DDInter1586,Revefenacin,Moderate
DDInter90,Amprenavir,DDInter1586,Revefenacin,Moderate
DDInter122,Artesunate,DDInter1586,Revefenacin,Moderate
DDInter149,Azatadine,DDInter1586,Revefenacin,Moderate
DDInter1586,Revefenacin,DDInter175,Belladonna,Moderate
DDInter221,Boceprevir,DDInter1586,Revefenacin,Moderate
DDInter354,Chlorcyclizine,DDInter1586,Revefenacin,Moderate
DDInter363,Chlorpromazine,DDInter1586,Revefenacin,Moderate
DDInter453,Cyclizine,DDInter1586,Revefenacin,Moderate
DDInter459,Cyproheptadine,DDInter1586,Revefenacin,Moderate
DDInter497,Demecarium (ophthalmic),DDInter1586,Revefenacin,Moderate
DDInter517,Dexbrompheniramine,DDInter1586,Revefenacin,Moderate
DDInter562,Dimenhydrinate,DDInter1586,Revefenacin,Moderate
DDInter1586,Revefenacin,DDInter648,Entrectinib,Moderate
DDInter731,Fesoterodine,DDInter1586,Revefenacin,Moderate
DDInter738,Flavoxate,DDInter1586,Revefenacin,Moderate
DDInter760,Fluphenazine,DDInter1586,Revefenacin,Moderate
DDInter777,Fosamprenavir,DDInter1586,Revefenacin,Moderate
DDInter786,Fostemsavir,DDInter1586,Revefenacin,Moderate
DDInter812,Gemfibrozil,DDInter1586,Revefenacin,Moderate
DDInter835,Glycopyrronium (topical),DDInter1586,Revefenacin,Moderate
DDInter853,Haloperidol,DDInter1586,Revefenacin,Moderate
DDInter895,Hydroxyzine,DDInter1586,Revefenacin,Moderate
DDInter912,Imipramine,DDInter1586,Revefenacin,Moderate
DDInter917,Indinavir,DDInter1586,Revefenacin,Moderate
DDInter984,Isoflurophate (ophthalmic),DDInter1586,Revefenacin,Moderate
DDInter1159,Mesoridazine,DDInter1586,Revefenacin,Moderate
DDInter1168,Methdilazine,DDInter1586,Revefenacin,Moderate
DDInter1175,Methotrimeprazine,DDInter1586,Revefenacin,Moderate
DDInter1432,Perphenazine,DDInter1586,Revefenacin,Moderate
DDInter1441,Phenindamine,DDInter1586,Revefenacin,Moderate
DDInter1463,Physostigmine (ophthalmic),DDInter1586,Revefenacin,Moderate
DDInter1532,Promazine,DDInter1586,Revefenacin,Moderate
DDInter1537,Propiomazine,DDInter1586,Revefenacin,Moderate
DDInter1556,Quinidine,DDInter1586,Revefenacin,Moderate
DDInter1590,Rifampicin,DDInter1586,Revefenacin,Moderate
DDInter1647,Scopolamine,DDInter1586,Revefenacin,Moderate
DDInter1673,Simeprevir,DDInter1586,Revefenacin,Moderate
DDInter1696,Solifenacin,DDInter1586,Revefenacin,Moderate
DDInter1755,Telaprevir,DDInter1586,Revefenacin,Moderate
DDInter1758,Telithromycin,DDInter1586,Revefenacin,Moderate
DDInter1771,Teriflunomide,DDInter1586,Revefenacin,Moderate
DDInter1793,Thiethylperazine,DDInter1586,Revefenacin,Moderate
DDInter1796,Thioridazine,DDInter1586,Revefenacin,Moderate
DDInter1798,Thiothixene,DDInter1586,Revefenacin,Moderate
DDInter1817,Tipranavir,DDInter1586,Revefenacin,Moderate
DDInter1832,Tolterodine,DDInter1586,Revefenacin,Moderate
DDInter1866,Trifluoperazine,DDInter1586,Revefenacin,Moderate
DDInter1867,Triflupromazine,DDInter1586,Revefenacin,Moderate
DDInter1870,Trihexyphenidyl,DDInter1586,Revefenacin,Moderate
DDInter45,Alimemazine,DDInter1586,Revefenacin,Moderate
DDInter1876,Trimipramine,DDInter1586,Revefenacin,Moderate
DDInter1878,Tripelennamine,DDInter1586,Revefenacin,Moderate
DDInter1879,Triprolidine,DDInter1586,Revefenacin,Moderate
DDInter763,Flurbiprofen,DDInter877,Human Rho(D) immune globulin,Major
DDInter128,Astemizole,DDInter1588,Ribociclib,Major
DDInter1588,Ribociclib,DDInter766,Fluticasone,Moderate
DDInter915,Indacaterol,DDInter1588,Ribociclib,Major
DDInter1513,Prednisolone,DDInter1588,Ribociclib,Moderate
DDInter1614,Roflumilast,DDInter1588,Ribociclib,Moderate
DDInter1635,Salmeterol,DDInter1588,Ribociclib,Major
DDInter1769,Terbutaline,DDInter1588,Ribociclib,Major
DDInter1770,Terfenadine,DDInter1588,Ribociclib,Major
DDInter45,Alimemazine,DDInter1588,Ribociclib,Major
DDInter1955,Zafirlukast,DDInter1588,Ribociclib,Moderate
DDInter1590,Rifampicin,DDInter74,Aminophylline,Moderate
DDInter732,Fexofenadine,DDInter1590,Rifampicin,Moderate
DDInter1590,Rifampicin,DDInter1363,Oxtriphylline,Moderate
DDInter1513,Prednisolone,DDInter1590,Rifampicin,Moderate
DDInter1590,Rifampicin,DDInter1614,Roflumilast,Moderate
DDInter128,Astemizole,DDInter1592,Rifapentine,Moderate
DDInter763,Flurbiprofen,DDInter1592,Rifapentine,Moderate
DDInter1513,Prednisolone,DDInter1592,Rifapentine,Moderate
DDInter1770,Terfenadine,DDInter1592,Rifapentine,Moderate
DDInter1955,Zafirlukast,DDInter1592,Rifapentine,Moderate
DDInter74,Aminophylline,DDInter1594,Rilonacept,Moderate
DDInter1363,Oxtriphylline,DDInter1594,Rilonacept,Moderate
DDInter1513,Prednisolone,DDInter1594,Rilonacept,Moderate
DDInter1614,Roflumilast,DDInter1594,Rilonacept,Moderate
DDInter1857,Triamcinolone (ophthalmic),DDInter1594,Rilonacept,Moderate
DDInter1955,Zafirlukast,DDInter1601,Ripretinib,Moderate
DDInter763,Flurbiprofen,DDInter1609,Rivaroxaban,Major
DDInter764,Flurbiprofen (ophthalmic),DDInter1609,Rivaroxaban,Moderate
DDInter128,Astemizole,DDInter1610,Rivastigmine,Moderate
DDInter149,Azatadine,DDInter1610,Rivastigmine,Moderate
DDInter1610,Rivastigmine,DDInter354,Chlorcyclizine,Moderate
DDInter1610,Rivastigmine,DDInter453,Cyclizine,Moderate
DDInter459,Cyproheptadine,DDInter1610,Rivastigmine,Moderate
DDInter517,Dexbrompheniramine,DDInter1610,Rivastigmine,Moderate
DDInter1168,Methdilazine,DDInter1610,Rivastigmine,Moderate
DDInter1610,Rivastigmine,DDInter1441,Phenindamine,Moderate
DDInter1769,Terbutaline,DDInter1610,Rivastigmine,Moderate
DDInter1770,Terfenadine,DDInter1610,Rivastigmine,Moderate
DDInter1793,Thiethylperazine,DDInter1610,Rivastigmine,Moderate
DDInter1610,Rivastigmine,DDInter45,Alimemazine,Moderate
DDInter1878,Tripelennamine,DDInter1610,Rivastigmine,Moderate
DDInter1879,Triprolidine,DDInter1610,Rivastigmine,Moderate
DDInter1612,Rocuronium,DDInter74,Aminophylline,Moderate
DDInter1612,Rocuronium,DDInter1363,Oxtriphylline,Moderate
DDInter1612,Rocuronium,DDInter1513,Prednisolone,Moderate
DDInter1612,Rocuronium,DDInter1769,Terbutaline,Moderate
DDInter74,Aminophylline,DDInter1614,Roflumilast,Minor
DDInter1614,Roflumilast,DDInter146,Axicabtagene ciloleucel,Moderate
DDInter1614,Roflumilast,DDInter174,Belinostat,Moderate
DDInter1614,Roflumilast,DDInter193,Berotralstat,Moderate
DDInter1614,Roflumilast,DDInter232,Brexucabtagene autoleucel,Moderate
DDInter1614,Roflumilast,DDInter441,Copanlisib,Moderate
DDInter460,Cytarabine,DDInter1614,Roflumilast,Moderate
DDInter463,Dacarbazine,DDInter1614,Roflumilast,Moderate
DDInter486,Daunorubicin (liposomal),DDInter1614,Roflumilast,Moderate
DDInter597,Doxorubicin (liposomal),DDInter1614,Roflumilast,Moderate
DDInter1614,Roflumilast,DDInter614,Echinacea,Moderate
DDInter623,Efalizumab,DDInter1614,Roflumilast,Moderate
DDInter1614,Roflumilast,DDInter630,Elotuzumab,Moderate
DDInter644,Enoxacin,DDInter1614,Roflumilast,Moderate
DDInter1614,Roflumilast,DDInter649,Enzalutamide,Moderate
DDInter655,Epirubicin,DDInter1614,Roflumilast,Moderate
